species,symmetry_flag,height_index,agility_score,coordination_Y,diet_signal_2,diet_signal_1,limb_ratio_B,dance_style,metabolic_balance,limb_ratio_A,behavioral_switch,bone_density,power_index,ancestral_code,coordination_X
Giant,False,99.46659,-1.18660,-0.02322,1.24182,14.04956,199.53423,Slängpolskorgris,-88.85553,-0.66426,0,-97.39225,448.63684,CLAN_03285,1.14447
Student,False,100.48911,0.02304,0.28319,2.05174,12.04638,200.54963,Polkagris,-91.21546,-0.71537,0,-102.89946,450.99581,CLAN_05248,-0.06895
Student,False,99.20745,0.27917,0.26557,1.88506,10.73889,199.24940,Slängpolskorgris,-90.42123,-0.70515,1,-99.55159,446.26143,CLAN_05593,-0.48235
Vampire,True,100.13755,-0.69110,2.21890,-2.43768,10.75460,200.21167,Polkagris,-89.39787,-0.67334,1,-100.39648,450.48953,CLAN_09871,-2.02962
Vampire,True,100.40747,0.49658,2.14328,-1.25903,,200.48270,Polkagris,-93.05707,-0.69998,0,-101.93448,451.07010,CLAN_02899,-0.95795
Vampire,True,100.86345,-0.94489,0.59464,-3.68278,,200.94375,Polkagris,-90.69335,-0.67137,1,-103.03902,452.79773,CLAN_10345,-2.10278
Vampire,True,101.44710,0.22916,1.64232,-1.71291,,201.53109,Schottisgris,-92.07346,-0.68886,0,-103.20378,455.63359,CLAN_05626,-1.69108
Student,False,98.27040,0.06868,1.07180,2.57256,10.59352,198.31651,Hambogris,-88.18255,-0.73846,1,-99.16256,441.77073,CLAN_01812,0.26207
Student,False,99.44755,0.45557,0.20044,5.03570,14.23285,199.50776,Slängpolskorgris,-88.78645,-0.69195,1,-98.72520,447.87517,CLAN_03345,0.92946
Student,True,98.94880,-0.23644,0.12776,2.70007,10.83580,199.00161,Hambogris,-91.42116,-0.72921,0,-102.47245,443.50779,CLAN_08668,0.65207
Vampire,True,99.76589,-0.64893,2.53509,-2.36185,,199.84272,Slängpolskorgris,-90.05620,-0.65334,0,-99.28252,449.18820,CLAN_09698,-0.76272
Vampire,True,100.57563,0.43626,-0.55612,-1.58721,10.44760,200.65039,Polkagris,-91.14693,-0.69667,0,-101.65565,452.05032,CLAN_04720,1.33310
Vampire,True,98.88151,-0.05146,-0.06588,-6.33499,9.77839,198.95560,Hambogris,-90.05214,-0.67419,0,-97.97777,445.41864,CLAN_07692,-0.93054
Giant,True,99.21139,0.40765,2.94417,-2.35558,13.71379,199.27309,Slängpolskorgris,-92.08343,-0.67612,1,-100.57380,445.77007,CLAN_02701,1.80746
Giant,False,98.78448,-0.59244,2.47247,-1.91446,11.70350,198.86925,Hambogris,-88.82889,-0.64683,0,-98.96552,444.43965,CLAN_00472,0.76216
Student,True,99.04768,-0.63391,-0.18759,2.18723,9.48626,199.09116,Slängpolskorgris,-88.52681,-0.71275,0,-96.76518,446.85579,CLAN_04347,-0.72328
Student,False,100.48657,0.06951,-0.29619,-3.26356,10.74872,200.55299,Polkagris,-90.33633,-0.68974,0,-98.10685,453.37941,CLAN_07307,0.30452
Vampire,False,99.59465,0.39111,-1.06506,-1.99328,,199.66843,Slängpolskorgris,-89.47202,-0.69492,1,-96.38619,449.78017,CLAN_02659,0.96827
Student,True,100.98651,-0.14441,-0.06474,2.11787,9.87222,201.03567,Polkagris,-90.71875,-0.69346,1,-99.82880,455.01816,CLAN_06185,1.07382
Giant,True,100.91305,-0.96994,1.52510,-0.35470,8.21150,200.97028,Polkagris,-91.48200,-0.69633,1,-103.65077,452.73986,CLAN_02358,1.31061
Student,True,100.58696,0.30101,-0.40364,1.44899,9.87693,200.64883,Polkagris,-90.96690,-0.71645,0,-103.23762,451.31598,CLAN_02129,1.43374
Student,False,99.28191,-1.02776,-0.74110,0.86159,11.08132,199.33243,Slängpolskorgris,-89.70394,-0.73679,0,-93.40593,449.70660,CLAN_01241,-0.27018
Vampire,True,100.13191,0.76987,-0.40248,-1.41310,,200.21300,Polkagris,-92.81273,-0.67193,0,-98.70633,451.30641,CLAN_10786,0.10931
Student,True,100.04841,0.17932,-0.23002,0.88181,10.43852,200.08290,Polkagris,-89.40392,-0.70056,0,-104.79402,447.84506,CLAN_10466,-0.22756
Student,False,98.46438,-0.82630,-0.39420,2.60044,12.23562,198.53220,Hambogris,-88.61147,-0.70171,0,-96.62885,444.00745,CLAN_08453,-0.16382
Vampire,False,98.67037,0.18352,0.61462,-1.85162,8.52737,198.75032,Hambogris,-91.13904,-0.68117,1,-97.99511,444.35428,CLAN_02088,0.43982
Student,True,100.06348,-0.51454,-0.31351,0.30208,11.68763,200.10678,Polkagris,-89.58604,-0.69088,1,-97.32603,451.65439,CLAN_08027,-0.49346
Student,False,101.86838,0.05468,-0.81261,5.20721,13.89246,201.92468,Schottisgris,-92.90754,-0.71272,0,-101.82833,458.42772,CLAN_08922,-0.09515
Vampire,True,100.05543,0.31959,1.30602,0.00882,11.03991,200.12800,Polkagris,-91.13880,-0.68099,0,-99.26831,450.64299,CLAN_07163,-0.51363
Student,False,101.39393,1.10884,-0.75946,-3.37142,11.89508,201.46115,Schottisgris,-91.70381,-0.67652,0,-100.58891,456.67520,CLAN_04815,-1.49676
Vampire,False,100.72537,1.39735,-0.94730,-3.10821,11.53936,200.80328,Polkagris,-89.04053,-0.68543,0,-98.05900,454.59733,CLAN_08508,1.41497
Student,False,101.06147,0.55199,-0.03243,-2.08957,9.70307,201.12757,Schottisgris,-93.49087,-0.71511,0,-103.20487,453.70492,CLAN_02466,-0.35689
Vampire,True,99.46469,-0.49135,0.16894,-2.71636,,199.54183,Slängpolskorgris,-92.23729,-0.67394,0,-95.28531,449.68079,CLAN_06042,0.75008
Vampire,True,99.48559,-0.68659,-0.22717,-1.11145,,199.55526,Slängpolskorgris,-87.15419,-0.67212,0,-101.06636,446.89476,CLAN_09524,-1.24054
Giant,True,99.14636,0.13035,0.68462,0.42789,11.30235,199.20304,Slängpolskorgris,-92.94521,-0.67058,1,-100.37287,445.54534,CLAN_08604,1.11229
Vampire,False,98.99185,0.81017,1.91554,-2.50345,,199.05949,Hambogris,-90.18896,-0.67237,1,-93.34285,448.28781,CLAN_09837,-2.81932
Student,False,99.59291,0.77070,0.97623,2.45853,11.36238,199.66227,Slängpolskorgris,-89.18900,-0.70717,1,-96.56132,449.68388,CLAN_10933,0.45021
Giant,True,100.00150,-1.12196,0.15494,-1.65146,10.14733,200.06518,Polkagris,-91.56845,-0.66861,1,-97.54271,451.23615,CLAN_04925,-2.39046
Vampire,False,97.77197,-0.30656,-0.08965,-3.08875,,197.85034,Hambogris,-89.38330,-0.68041,0,-100.03755,438.84106,CLAN_00734,-1.41492
Student,True,101.27164,0.39728,0.48106,1.96145,9.43834,201.32611,Schottisgris,-89.83253,-0.69971,0,-100.38383,456.16629,CLAN_02817,-0.21685
Vampire,True,99.80674,0.21719,-0.12714,-3.07020,,199.88085,Slängpolskorgris,-90.95456,-0.66573,1,-103.48505,447.29120,CLAN_01278,-0.49985
Vampire,False,100.28718,-0.30453,-0.41616,-1.68880,,200.35297,Polkagris,-87.77765,-0.66039,1,-104.57201,449.14992,CLAN_00799,-0.04928
Vampire,True,101.32460,-0.05084,-3.01647,-2.45542,12.56053,201.39787,Schottisgris,-93.18293,-0.66388,1,-105.91919,453.66340,CLAN_05544,1.66473
Giant,False,98.59704,-0.61304,-1.25656,-0.49963,11.70374,198.67885,Hambogris,-91.13585,-0.66615,0,-100.51140,442.72951,CLAN_03134,-1.22666
Student,False,101.12173,-0.02528,-0.26688,2.52716,8.91298,201.15933,Schottisgris,-92.19392,-0.70295,1,-95.85620,457.68055,CLAN_02779,-0.93890
Student,False,100.64388,-0.34433,-0.40233,2.87985,12.47179,200.69087,Polkagris,-92.50810,-0.69698,1,-98.16876,454.13500,CLAN_02468,0.56905
Giant,True,98.79658,-0.52249,1.81622,-2.12876,11.66396,198.88830,Hambogris,-88.84605,-0.64920,0,-96.25892,445.85342,CLAN_10457,2.14588
Giant,False,98.29424,-0.78872,2.08121,-0.59483,11.92960,198.35719,Hambogris,-90.03848,-0.66978,0,-94.63012,444.15612,CLAN_04054,1.84391
Vampire,False,98.80292,0.09185,-0.52961,-2.28416,11.05016,198.87745,Hambogris,-90.34407,-0.67421,1,-92.09477,447.96722,CLAN_07855,-0.30126
Vampire,False,100.54905,1.29516,2.45479,-1.58730,10.97581,200.62400,Polkagris,-90.87787,-0.66472,0,-100.97563,452.25746,CLAN_06666,0.29615
Student,False,99.78749,1.47650,0.67601,2.57735,12.16593,199.83706,Slängpolskorgris,-88.52904,-0.70483,1,-97.86105,450.00691,CLAN_09322,-0.07177
Vampire,True,98.78324,0.56276,-1.55321,-2.86688,,198.85432,Hambogris,-91.01965,-0.65777,1,-95.10953,446.36145,CLAN_03853,1.88430
Vampire,False,101.20280,0.37108,2.02063,-0.13570,,201.28425,Schottisgris,-92.32575,-0.69393,0,-99.88014,456.07394,CLAN_04238,-1.70520
Vampire,True,99.62026,-0.31684,-1.13276,-2.27195,12.23563,199.69439,Slängpolskorgris,-91.21400,-0.68436,0,-98.74693,448.72782,CLAN_00474,0.44533
Vampire,False,99.74774,-0.70452,0.28614,-4.24229,11.99659,199.82986,Slängpolskorgris,-89.18516,-0.69620,0,-99.29740,449.08998,CLAN_02377,-1.19121
Vampire,False,97.76163,-1.46497,0.94539,-4.38476,9.20373,197.83517,Hambogris,-86.46664,-0.69309,0,-96.62304,440.49665,CLAN_02169,1.83186
Vampire,False,99.78615,-0.49567,0.22931,-2.45212,11.75603,199.85515,Slängpolskorgris,-87.52720,-0.66149,0,-102.00405,447.92873,CLAN_07864,-1.21119
Student,False,99.23978,-0.18236,-0.34140,0.18195,9.09594,199.30053,Slängpolskorgris,-93.89230,-0.69555,0,-101.57365,445.41206,CLAN_09384,0.78349
Vampire,True,102.40411,1.06350,1.70790,-1.93016,10.91278,202.48340,Polskorgris,-91.05945,-0.69688,0,-102.84610,460.59750,CLAN_09604,-0.98796
Giant,True,100.85221,1.14330,0.36369,-1.61052,13.40627,200.89801,Polkagris,-92.84926,-0.68896,0,-106.28292,451.11959,CLAN_02657,1.97856
Giant,False,99.88116,0.99108,-2.78643,1.34912,8.27235,199.93486,Slängpolskorgris,-91.47174,-0.69418,1,-95.87535,451.46810,CLAN_02263,0.76739
Vampire,False,101.42745,0.64821,-1.49804,-2.18778,,201.50737,Schottisgris,-92.18655,-0.68670,0,-98.94510,457.66472,CLAN_07344,-0.95862
Vampire,True,101.33122,0.53953,1.94536,-3.81360,,201.40214,Schottisgris,-91.34977,-0.67493,0,-104.49524,454.40849,CLAN_09388,-0.09126
Giant,False,100.69593,-0.28154,0.16422,2.27005,9.25000,200.77955,Polkagris,-90.54392,-0.64155,1,-102.26691,452.34621,CLAN_07534,-1.43687
Vampire,False,99.21394,0.04834,2.33203,-0.90762,,199.28651,Slängpolskorgris,-89.13904,-0.65281,1,-99.10325,446.51806,CLAN_07612,-1.04568
Student,True,99.09100,-0.49674,-0.02042,1.22527,12.93662,199.13766,Slängpolskorgris,-91.92942,-0.70450,0,-98.51669,446.19667,CLAN_04941,0.42413
Student,False,99.29853,-0.13675,-1.34579,2.59989,11.00127,199.36954,Slängpolskorgris,-90.12811,-0.70701,0,-98.12549,447.42992,CLAN_01945,-0.75038
Vampire,False,99.95206,0.09355,0.64603,-3.28793,12.95407,200.01990,Slängpolskorgris,-88.19191,-0.66335,1,-100.95158,449.28451,CLAN_03587,0.68072
Vampire,False,99.35715,-0.60149,-1.16817,-2.80213,,199.43506,Slängpolskorgris,-88.28039,-0.66682,0,-96.60315,448.48417,CLAN_08112,1.50224
Student,True,99.27237,0.57470,-0.90220,2.03309,10.11650,199.31517,Slängpolskorgris,-88.48117,-0.68794,1,-99.38490,446.66940,CLAN_06111,-0.21027
Student,False,101.21933,1.10587,0.50579,2.77397,11.61743,201.28485,Schottisgris,-89.68401,-0.69298,0,-98.89836,456.64747,CLAN_07484,0.30108
Student,False,99.32269,-0.26073,-0.54042,2.61247,10.63894,199.36958,Slängpolskorgris,-88.51259,-0.71111,0,-96.46472,448.38108,CLAN_08627,-0.84984
Giant,False,100.03690,0.93899,1.04102,-1.15233,12.02338,200.09238,Polkagris,-91.16829,-0.69345,0,-94.75655,452.80624,CLAN_09133,2.60390
Vampire,True,99.55541,-0.78843,-2.23726,-1.90444,11.93291,199.63567,Slängpolskorgris,-89.77412,-0.69381,0,-101.12167,447.21620,CLAN_02015,2.86833
Giant,False,100.75854,0.26167,-0.64889,1.57076,9.27695,200.83522,Polkagris,-93.16838,-0.66807,0,-100.34945,453.61799,CLAN_09773,-3.00044
Giant,False,99.68624,-0.61327,-0.49980,2.88049,8.27876,199.73220,Slängpolskorgris,-88.47493,-0.70241,0,-102.34051,447.26097,CLAN_01019,-0.87933
Vampire,True,99.07525,-2.21146,-0.26142,-0.29860,7.79704,199.15561,Slängpolskorgris,-88.82169,-0.68723,0,-105.64575,442.55337,CLAN_07493,-1.30659
Student,False,100.36142,-0.30235,0.58450,-0.45551,7.69181,200.40711,Polkagris,-90.57845,-0.70126,1,-104.31348,449.65035,CLAN_04972,-0.42163
Vampire,True,101.64231,-0.13025,-0.60899,-2.06515,,201.71861,Schottisgris,-95.65580,-0.69633,1,-102.62710,456.89799,CLAN_10947,2.67651
Giant,True,100.11259,0.66087,-0.31490,-1.05978,13.18436,200.19217,Polkagris,-88.96773,-0.64886,0,-107.40874,446.85856,CLAN_07424,0.08712
Vampire,True,98.79310,0.14484,-0.80153,0.07693,,198.86812,Hambogris,-90.39834,-0.68782,1,-100.92240,443.50431,CLAN_03214,-0.12942
Student,False,100.17874,0.38076,-1.09175,0.19696,11.37449,200.24615,Polkagris,-89.77599,-0.67875,0,-98.85844,451.46446,CLAN_04927,0.83768
Giant,False,99.37860,0.14145,0.31545,-1.27283,10.72503,199.43369,Slängpolskorgris,-92.07354,-0.68502,1,-98.79959,447.49321,CLAN_07622,1.55757
Vampire,False,101.68349,-0.32532,1.47352,-3.27791,10.61074,201.75082,Schottisgris,-93.39852,-0.65542,1,-97.98454,459.42519,CLAN_00638,-3.04093
Vampire,False,99.97378,-0.15598,-0.90955,-2.38487,,200.04109,Slängpolskorgris,-88.50281,-0.66571,0,-102.11136,448.81320,CLAN_09760,0.63117
Student,False,100.53126,-0.09940,-0.49587,3.98104,9.28931,200.58497,Polkagris,-90.57007,-0.66928,1,-99.28045,453.01605,CLAN_00426,0.37435
Vampire,False,101.08881,0.53458,-0.42936,-2.51201,11.17024,201.17115,Schottisgris,-93.12337,-0.68336,0,-99.66217,455.61295,CLAN_00513,1.93004
Student,True,100.28105,-0.10709,0.45314,0.65726,11.22483,200.33916,Polkagris,-92.52041,-0.71359,1,-102.11119,450.34966,CLAN_01696,-0.60113
Vampire,False,101.13771,0.47020,0.80095,-3.36998,11.33511,201.21955,Schottisgris,-90.80852,-0.69627,0,-98.44648,456.46532,CLAN_07487,-1.48912
Giant,True,101.28903,0.23598,1.21565,-1.23343,11.46808,201.35781,Schottisgris,-93.35083,-0.66446,0,-94.15059,459.36986,CLAN_01043,2.80808
Giant,True,101.81150,-0.77297,-0.62960,-3.31162,11.04370,201.86752,Schottisgris,-92.59557,-0.69576,1,-96.64420,460.73539,CLAN_07486,0.38875
Student,True,99.56500,-1.37837,-0.29169,-0.06204,11.70247,199.60524,Slängpolskorgris,-88.36937,-0.70204,0,-99.26794,448.19101,CLAN_07000,-0.36645
Vampire,True,102.29351,0.90644,-1.81896,-2.18956,,202.36321,Polskorgris,-92.04527,-0.67450,0,-100.41136,461.26185,CLAN_03031,0.93257
Vampire,True,99.06301,-0.69268,0.04409,-0.67909,10.99875,199.12860,Slängpolskorgris,-90.20134,-0.66078,0,-104.26712,443.18151,CLAN_10250,-2.85992
Giant,False,100.37296,-0.13192,0.01789,-0.77006,12.27739,200.43989,Polkagris,-91.47556,-0.65897,1,-98.18891,452.77035,CLAN_00006,-0.04188
Vampire,False,101.48386,0.54001,-0.88204,-1.84868,12.15321,201.55827,Schottisgris,-92.66121,-0.64889,0,-97.00987,458.91436,CLAN_05274,0.23302
Vampire,False,100.75509,-0.06877,-1.76563,-2.08859,,200.83419,Polkagris,-93.32545,-0.70197,1,-95.52176,456.01458,CLAN_10294,-0.18479
Student,True,99.86116,0.03751,-0.39043,0.58940,11.64334,199.91101,Slängpolskorgris,-91.14662,-0.70671,1,-98.63580,449.98793,CLAN_01867,0.66762
Student,True,99.25301,-0.82603,-0.11294,1.71593,10.52299,199.28945,Slängpolskorgris,-91.21060,-0.67626,0,-97.75718,447.38648,CLAN_02257,-0.26928
Student,True,99.15161,-0.19318,-0.11847,-0.08036,10.72729,199.18789,Slängpolskorgris,-92.33456,-0.68189,0,-100.31332,445.60137,CLAN_04523,-0.78197
Giant,False,100.08666,-0.12573,-1.74164,1.85398,9.91487,200.13925,Polkagris,-92.38326,-0.68448,1,-101.87527,449.49568,CLAN_10165,0.64017
Vampire,False,99.84976,0.36646,1.93451,-2.18508,10.43189,199.92801,Slängpolskorgris,-91.32650,-0.69733,1,-99.30722,449.59520,CLAN_07169,-0.90831
Student,True,98.70436,0.45690,0.61520,0.23241,11.00347,198.76832,Hambogris,-87.40171,-0.70202,1,-101.91685,442.56335,CLAN_02326,1.47572
Giant,False,99.33369,-0.02117,-0.80689,-1.02453,11.89927,199.40818,Slängpolskorgris,-90.40011,-0.65388,0,-99.98463,446.67611,CLAN_08268,0.50754
Vampire,False,100.05062,0.75809,-0.01330,-1.79179,9.87571,200.12909,Polkagris,-92.04755,-0.68162,0,-102.48167,449.01227,CLAN_04869,2.31989
Vampire,True,99.48901,1.10279,0.98474,-0.42741,11.13959,199.56037,Slängpolskorgris,-89.76131,-0.65497,1,-101.02516,446.93248,CLAN_07577,1.72586
Student,False,98.58319,-1.01936,1.00289,3.03722,11.63203,198.62165,Hambogris,-89.71866,-0.67428,0,-98.79528,443.51832,CLAN_06837,-0.45864
Vampire,True,101.10583,1.05604,-1.56013,-0.29614,,201.17862,Schottisgris,-91.52027,-0.65582,0,-100.78848,455.13489,CLAN_03334,1.40780
Giant,True,99.51935,-0.81786,-0.92815,-0.69152,9.97495,199.60905,Slängpolskorgris,-91.74060,-0.65478,0,-98.68015,448.25668,CLAN_01235,-1.65073
Vampire,False,99.52954,0.61774,2.44207,-0.54372,10.55019,199.61276,Slängpolskorgris,-89.99809,-0.67326,1,-103.57801,445.85867,CLAN_03897,-0.98897
Vampire,True,99.53132,-1.12554,1.10065,-3.10574,12.36535,199.61038,Slängpolskorgris,-89.22288,-0.69226,0,-100.76978,447.27170,CLAN_04866,-0.41546
Vampire,True,98.62497,-1.12882,0.36554,-4.23715,,198.69697,Hambogris,-88.59274,-0.66490,0,-100.32561,442.96204,CLAN_09333,1.41667
Giant,False,98.43852,-0.37612,3.58114,4.37165,8.62646,198.49072,Hambogris,-90.68006,-0.67544,0,-93.79841,445.29338,CLAN_07658,5.12572
Student,True,100.75719,0.65978,-0.25011,1.23239,10.38818,200.80051,Polkagris,-91.23283,-0.66568,0,-99.65379,453.95908,CLAN_08363,-1.50144
Giant,False,99.89731,0.91384,-0.86769,-2.61165,11.35880,199.96243,Slängpolskorgris,-91.46378,-0.68604,1,-98.11949,450.42682,CLAN_04931,1.37620
Giant,True,100.53145,0.27609,1.83252,-0.13216,7.66168,200.61092,Polkagris,-90.33148,-0.64817,0,-98.66806,453.32321,CLAN_01961,0.29942
Vampire,True,100.39775,0.81410,-4.03443,-0.87485,11.25646,200.48075,Polkagris,-91.51400,-0.68703,0,-96.17126,453.90313,CLAN_09285,3.32929
Vampire,True,100.21185,0.41212,2.97839,-1.67171,,200.28905,Polkagris,-90.38550,-0.68598,0,-102.17210,449.97318,CLAN_06285,-0.83736
Giant,False,100.42281,-0.45090,1.72729,-1.14567,13.55747,200.51125,Polkagris,-90.33005,-0.64693,1,-98.58235,452.82286,CLAN_10179,2.52650
Giant,False,100.04003,1.34217,-2.18656,-0.83520,10.86722,200.09344,Polkagris,-91.97945,-0.69380,0,-99.12872,450.63579,CLAN_03592,-1.82740
Vampire,False,99.98645,-0.36499,-1.94448,-1.32677,,200.06391,Slängpolskorgris,-90.59514,-0.66293,1,-100.85581,449.50435,CLAN_04270,0.60523
Giant,False,100.33155,0.90849,0.69140,-0.42886,8.65503,200.40072,Polkagris,-93.55460,-0.66056,0,-101.75036,450.78259,CLAN_01307,-2.76327
Vampire,False,100.01034,-0.22358,0.89552,-2.68868,,200.08526,Polkagris,-89.28352,-0.66241,1,-101.35304,449.37519,CLAN_01384,-2.46647
Student,False,99.74969,-0.08490,-0.92301,3.35493,11.31628,199.81543,Slängpolskorgris,-90.09839,-0.69870,0,-104.77544,446.36073,CLAN_05438,-0.07457
Giant,False,100.44408,0.38946,1.88090,-1.80579,11.98488,200.50131,Polkagris,-93.62945,-0.67284,0,-99.63616,452.40232,CLAN_01289,1.41281
Vampire,True,100.78828,0.82628,0.43187,-3.71291,,200.86031,Polkagris,-91.98157,-0.66990,0,-104.17744,451.85270,CLAN_01859,-0.38767
Giant,False,101.76294,-0.68521,0.64561,0.75461,8.48711,201.84312,Schottisgris,-91.86795,-0.66657,1,-102.00630,457.81153,CLAN_08381,-0.01471
Giant,False,100.53446,0.54035,0.91155,2.30566,11.10957,200.57815,Polkagris,-92.11218,-0.68755,0,-100.61342,452.36559,CLAN_10658,2.02782
Student,False,99.28467,-0.97756,0.41912,1.76952,11.22293,199.33638,Slängpolskorgris,-88.25677,-0.67041,0,-96.71919,448.06377,CLAN_05031,-0.57062
Student,False,100.26564,2.00330,1.08194,1.93703,8.94962,200.31669,Polkagris,-89.77257,-0.73664,0,-95.99808,453.32914,CLAN_10390,0.99207
Giant,False,99.42955,-0.42207,-0.46817,-2.00660,13.80797,199.47790,Slängpolskorgris,-88.33107,-0.68522,0,-98.88721,447.70414,CLAN_02280,-0.73885
Vampire,True,100.86750,1.08580,2.26577,-1.75442,12.00607,200.94740,Polkagris,-92.12158,-0.68753,0,-100.11190,454.28155,CLAN_09966,-1.69870
Giant,False,100.60527,0.41134,-3.41085,1.28243,7.80255,200.69015,Polkagris,-92.42929,-0.65502,0,-104.63542,450.70864,CLAN_06465,-2.90861
Student,True,100.54403,-0.64109,1.35856,1.69826,11.04225,200.58184,Polkagris,-90.95924,-0.67575,1,-96.69105,454.37460,CLAN_04793,0.19683
Vampire,True,99.32216,0.28368,-0.74702,-1.49042,,199.39536,Slängpolskorgris,-88.01025,-0.66583,1,-98.39016,447.41574,CLAN_10602,1.57268
Student,True,99.77490,0.20384,0.55100,2.42108,10.98105,199.81380,Slängpolskorgris,-91.81628,-0.69970,1,-100.69928,448.52487,CLAN_04248,-0.05170
Giant,False,100.53079,-0.40017,-0.69811,-0.74120,10.28353,200.57439,Polkagris,-92.07568,-0.70402,1,-98.04607,453.63093,CLAN_07196,-0.65144
Giant,True,102.10795,-0.24893,1.74341,0.76963,12.14703,202.19357,Polskorgris,-92.10608,-0.64307,1,-98.14766,461.46592,CLAN_02637,-0.14055
Student,False,97.97244,0.05038,-0.26934,0.41478,10.81940,198.01709,Hambogris,-88.99736,-0.65987,1,-95.46516,442.12961,CLAN_08329,0.08096
Giant,True,100.29075,-1.21510,-1.06765,2.07385,9.67575,200.34646,Polkagris,-89.98737,-0.68540,1,-102.62223,450.14264,CLAN_10507,-2.17746
Vampire,True,99.76150,0.04172,0.60929,-0.09406,13.22322,199.83582,Slängpolskorgris,-90.53231,-0.68685,1,-97.11590,450.24956,CLAN_06197,-1.08746
Vampire,True,100.13814,-0.56650,1.01967,-2.09089,10.72920,200.21686,Polkagris,-94.07164,-0.66337,1,-103.42604,448.97770,CLAN_00343,-1.93044
Student,False,101.18230,0.45457,-0.07820,1.52055,11.63946,201.24384,Schottisgris,-92.52374,-0.67189,0,-102.36178,454.73059,CLAN_10918,0.29326
Vampire,True,100.05765,-0.08779,1.19256,-1.90738,10.78420,200.13841,Polkagris,-91.16161,-0.69291,1,-100.47001,450.05323,CLAN_06356,-0.34808
Vampire,True,101.09083,0.32955,-0.72589,-1.37581,,201.17614,Schottisgris,-92.99491,-0.69306,0,-102.82799,454.04017,CLAN_09551,0.64552
Giant,True,99.19467,-0.72061,2.11660,-1.40330,9.91517,199.25224,Slängpolskorgris,-89.76830,-0.69908,0,-98.43848,446.75412,CLAN_09636,0.06091
Student,True,99.21480,0.98709,-0.51595,0.94193,12.79250,199.25447,Slängpolskorgris,-91.74335,-0.71789,1,-98.69123,446.72840,CLAN_00595,1.81709
Giant,True,99.22259,-2.14234,1.10837,-0.72710,13.73949,199.30680,Slängpolskorgris,-89.70887,-0.65900,0,-100.58130,445.82229,CLAN_02403,0.70282
Vampire,False,100.96545,-0.11519,2.15918,-1.37747,,201.05060,Polkagris,-92.78523,-0.69321,1,-106.18632,451.73410,CLAN_08402,-2.60610
Giant,False,99.30516,-0.72089,0.24057,-1.39192,8.67082,199.36817,Slängpolskorgris,-90.65970,-0.67924,0,-97.57801,447.73681,CLAN_05439,-1.96967
Vampire,False,99.02805,-0.60888,-0.99442,-3.97403,,199.09842,Slängpolskorgris,-89.79788,-0.66359,0,-95.48224,447.39912,CLAN_08687,-0.70589
Giant,False,101.17933,0.09686,-3.62284,-2.31980,12.22540,201.23562,Schottisgris,-90.01329,-0.68322,0,-104.47905,453.65710,CLAN_04916,-2.17536
Student,False,97.86215,-0.35560,0.12917,2.38023,13.38713,197.90967,Hambogris,-89.99961,-0.66899,0,-103.94645,437.33752,CLAN_10406,0.08391
Giant,True,100.72360,-0.37503,1.05390,3.06147,9.51313,200.78705,Polkagris,-90.36471,-0.68824,1,-101.83123,452.70239,CLAN_07103,0.09748
Giant,False,99.24359,-0.50456,0.00531,-0.95963,12.56093,199.31454,Slängpolskorgris,-88.00261,-0.65509,0,-95.03504,448.70041,CLAN_00331,0.52531
Student,False,102.26175,0.68537,-0.80812,2.52303,11.87086,202.30813,Polskorgris,-95.31054,-0.69191,0,-101.15286,460.73230,CLAN_01706,-0.12566
Student,True,99.34820,-0.48794,-0.84371,1.63993,12.33827,199.39235,Slängpolskorgris,-90.56053,-0.66652,0,-99.68262,446.89968,CLAN_09749,1.13179
Vampire,True,99.28664,-0.03779,-2.99290,-3.91785,,199.36553,Slängpolskorgris,-88.24676,-0.70071,0,-102.27364,445.29640,CLAN_10759,0.79936
Vampire,True,99.13352,-0.64738,-2.54789,-2.88305,,199.21068,Slängpolskorgris,-87.57356,-0.68321,0,-97.00986,447.16265,CLAN_07116,2.88492
Giant,True,100.82083,-0.26622,0.73853,1.74475,7.54316,200.87570,Polkagris,-91.69678,-0.69479,1,-102.33312,452.93762,CLAN_08317,2.07790
Student,True,99.79589,-0.39148,1.27943,2.43674,8.83406,199.84246,Slängpolskorgris,-89.65329,-0.69131,0,-99.34678,449.30605,CLAN_10011,-0.91343
Student,False,100.58227,0.85712,0.51102,0.89416,9.47975,200.64460,Polkagris,-92.35796,-0.69308,0,-101.41453,452.20407,CLAN_08894,0.70858
Giant,True,99.23750,-1.07090,0.60619,-1.49827,11.08479,199.29166,Slängpolskorgris,-90.68639,-0.68946,0,-100.21807,446.07848,CLAN_05714,-1.09578
Vampire,False,99.82492,-1.29475,1.75818,-2.53761,,199.90380,Slängpolskorgris,-89.99926,-0.68959,0,-100.99181,448.62870,CLAN_09055,-1.48110
Student,True,99.82276,-0.44432,0.03634,-2.94448,10.80209,199.88008,Slängpolskorgris,-89.83933,-0.70114,0,-103.99777,447.11489,CLAN_07428,-0.26818
Giant,True,101.21867,0.38683,-1.38545,-0.61430,10.99997,201.28761,Schottisgris,-91.65201,-0.67410,0,-103.95272,454.11701,CLAN_08633,0.92158
Vampire,False,100.93087,-0.78546,2.65501,-3.18597,,201.00937,Polkagris,-94.76795,-0.69388,1,-105.44032,451.93421,CLAN_06913,-2.15748
